Date,Production_Tonnes,Target_Tonnes,Achievement_Percent,Yield_Percent,Downtime_Hours,Downtime_Primary_Reason,Energy_Consumption_MWh,Energy_Rate_kWh_per_Tonne,Energy_Cost_INR,Coal_Consumption_Tonnes,Coal_Rate_kg_per_Tonne,Steam_Consumption_Tonnes,Steam_Rate_per_Tonne,Water_Consumption_KL,Water_Rate_KL_per_Tonne,Defect_Percent,Defect_Tonnes,Manufacturing_Cost_per_Tonne_INR,Total_Manufacturing_Cost_INR,Selling_Price_per_Tonne_INR,Revenue_INR,Profit_per_Tonne_INR
2025-04-30,2415.47,2449.6,98.61,92.89,0.06,Normal,1633.14,676.1,11436878.88,1153.73,477.6,3592.03,1.487,9775.0,4.047,1.88,45.5,31381.24,75800437.97,49047.3,118472274.25,17666.06
2025-05-01,2055.87,2469.29,83.26,93.66,2.77,Minor Stoppage,1394.28,678.2,9718248.12,1017.86,495.1,3151.11,1.533,8481.41,4.125,1.03,21.15,30696.71,63108437.49,48830.85,100389844.3,18134.13
2025-05-02,2302.87,2474.68,93.06,92.24,0.97,Normal,1608.03,698.3,11112174.5,1147.52,498.3,3500.45,1.52,10006.47,4.345,1.22,28.11,31238.1,71937409.18,48703.24,112157421.45,17465.14
2025-05-03,2291.23,2466.9,92.88,93.51,0.38,Normal,1505.26,657.0,10289993.88,1122.36,489.9,3211.47,1.402,10365.92,4.524,1.84,42.23,30684.72,70305699.41,48690.52,111561126.53,18005.81
2025-05-04,2431.49,2519.67,96.5,93.74,0.13,Normal,1657.07,681.5,11345535.05,1186.45,488.0,3768.14,1.55,10473.87,4.308,1.47,35.69,30943.69,75239220.21,48687.01,118381895.07,17743.32
2025-05-05,2264.9,2496.89,90.71,92.75,1.01,Normal,1624.71,717.3,11022331.23,1249.05,551.5,3387.4,1.496,10127.25,4.471,1.31,29.61,30932.14,70058188.15,48764.44,110446563.46,17832.3
2025-05-06,2275.63,2488.33,91.45,93.77,1.16,Normal,1377.66,605.4,9375506.72,1134.42,498.5,3618.1,1.59,10551.84,4.637,1.31,29.75,30494.25,69393728.51,48813.29,111081148.97,18319.04
2025-05-07,2409.92,2465.43,97.75,93.75,0.16,Normal,1667.42,691.9,11317820.65,1211.65,502.8,3844.1,1.595,11030.4,4.577,1.35,32.64,30893.61,74451237.76,48941.7,117945754.5,18048.09
2025-05-08,2323.32,2479.6,93.7,93.29,0.37,Normal,1563.97,673.2,10529132.29,1158.96,498.8,3607.51,1.553,10767.19,4.634,1.06,24.69,30114.99,69966821.57,48850.18,113494683.96,18735.18
2025-05-09,2389.06,2468.46,96.78,93.27,0.34,Normal,1507.11,630.8,10177359.98,1129.29,472.7,3843.65,1.609,9730.16,4.073,1.23,29.33,29662.54,70865641.45,48872.24,116758786.03,19209.7
2025-05-10,2147.66,2507.01,85.67,91.85,3.04,Minor Stoppage,1501.72,699.2,10190975.06,1169.78,544.7,3217.1,1.498,8499.87,3.958,1.95,41.78,30591.48,65700207.76,48823.12,104855635.8,18231.64
2025-05-11,2262.69,2472.14,91.53,93.06,1.24,Normal,1551.38,685.6,10568646.15,1084.71,479.4,3150.41,1.392,9492.4,4.195,1.28,28.96,30601.61,69241900.87,48928.05,110708935.0,18326.44
2025-05-12,2286.84,2483.94,92.07,92.99,1.29,Normal,1526.42,667.5,10289274.81,1126.46,492.6,3606.88,1.577,10768.83,4.709,1.48,33.93,30783.9,70398003.45,48951.73,111945000.6,18167.83
2025-05-13,2302.4,2470.74,93.19,92.96,0.76,Normal,1605.16,697.2,10752931.71,1044.53,453.7,3360.01,1.459,10045.5,4.363,1.41,32.52,30529.87,70291983.91,49126.03,113107785.47,18596.16
2025-05-14,2304.38,2484.9,92.74,92.96,1.42,Normal,1510.24,655.4,10048887.59,1174.59,509.7,3296.25,1.43,10787.63,4.681,1.62,37.25,30251.12,69710094.33,49323.15,113659290.5,19072.02
2025-05-15,2165.65,2466.49,87.8,92.73,1.91,Minor Stoppage,1425.03,658.0,9515735.1,1051.99,485.8,2804.54,1.295,9425.42,4.352,1.51,32.61,31507.53,68234191.65,49417.3,107020445.63,17909.77
2025-05-16,2256.2,2479.71,90.99,93.89,0.8,Normal,1571.23,696.4,10515008.11,1117.61,495.4,3320.39,1.472,9603.73,4.257,1.3,29.42,30700.91,69267308.93,49603.18,111914566.1,18902.27
2025-05-17,2369.98,2461.41,96.29,93.48,0.13,Normal,1626.2,686.2,10874431.57,1236.7,521.8,3535.39,1.492,9454.33,3.989,1.28,30.4,30570.91,72452430.61,49802.56,118031026.93,19231.64
2025-05-18,631.08,2480.31,25.44,87.18,17.7,Planned Maintenance,434.64,688.7,2899319.48,316.24,501.1,1017.96,1.613,2828.15,4.481,3.24,20.46,30716.58,19384720.02,49646.78,31331257.16,18930.21
2025-05-19,851.89,2503.67,34.03,87.36,15.39,Planned Maintenance,610.15,716.2,4089021.52,420.52,493.6,1220.92,1.433,4193.32,4.922,3.3,28.15,30316.86,25826576.16,49668.95,42312394.04,19352.09
2025-05-20,1351.75,2510.35,53.85,90.29,10.61,Planned Maintenance,1010.47,747.5,6715938.84,655.4,484.9,1894.38,1.401,6099.04,4.512,2.16,29.23,30819.7,41660457.66,49674.71,67147668.51,18855.01
2025-05-21,2253.14,2484.98,90.67,93.36,0.67,Normal,1564.27,694.3,10371811.2,1116.39,495.5,3155.6,1.401,9372.23,4.16,1.29,28.95,30866.28,69546125.57,49841.8,112300668.44,18975.52
2025-05-22,2219.42,2497.63,88.86,93.4,1.33,Normal,1544.94,696.1,10187097.97,1070.82,482.5,3455.92,1.557,9680.09,4.362,1.2,26.55,30219.38,67069434.37,49839.43,110614518.33,19620.05
2025-05-23,2361.49,2472.7,95.5,92.55,0.41,Normal,1629.41,690.0,10753926.52,1173.21,496.8,3430.35,1.453,10630.54,4.502,1.08,25.43,29981.39,70800855.25,50004.88,118086176.12,20023.48
2025-05-24,2300.27,2461.33,93.46,92.42,0.47,Normal,1586.41,689.7,10463460.32,1074.86,467.3,3935.16,1.711,9658.19,4.199,1.61,37.09,30956.91,71209187.06,50098.39,115239736.18,19141.48
2025-05-25,2029.78,2475.64,81.99,92.54,3.44,Minor Stoppage,1360.08,670.1,8930819.72,991.36,488.4,3159.91,1.557,9573.28,4.716,1.16,23.59,30417.12,61740146.91,50040.96,101572281.3,19623.84
2025-05-26,2176.65,2494.37,87.26,92.65,2.63,Minor Stoppage,1456.38,669.1,9492524.98,1104.48,507.4,3086.8,1.418,9016.8,4.143,1.84,40.04,30286.69,65923473.8,50187.05,109239554.31,19900.36
2025-05-27,2378.13,2492.31,95.42,93.73,0.81,Normal,1587.54,667.6,10319040.5,1239.66,521.3,3610.68,1.518,11535.22,4.851,1.32,31.32,30580.43,72724263.64,50244.68,119488425.38,19664.25
2025-05-28,2210.48,2471.46,89.44,91.92,1.8,Minor Stoppage,1570.76,710.6,10250158.4,1095.51,495.6,3343.49,1.513,10324.0,4.67,2.02,44.6,30878.76,68256801.03,50342.61,111281191.67,19463.85
2025-05-29,2161.0,2478.89,87.18,92.22,2.73,Minor Stoppage,1410.32,652.6,9167098.41,1110.86,514.0,3256.71,1.507,8216.51,3.802,1.83,39.62,30475.47,65857472.31,50397.11,108908138.01,19921.65
2025-05-30,2409.38,2471.98,97.47,93.3,0.46,Normal,1686.92,700.1,10964991.5,1201.02,498.5,3621.77,1.503,10457.95,4.341,1.43,34.48,30579.97,73678779.24,50426.35,121496277.69,19846.39
2025-05-31,2368.41,2500.8,94.71,92.72,0.31,Normal,1640.19,692.5,10703536.12,1144.68,483.3,3919.19,1.655,10462.29,4.417,1.19,28.27,30276.1,71706184.21,50306.05,119145290.44,20029.95
2025-06-01,1887.37,2453.47,76.93,91.69,4.25,Minor Stoppage,1244.38,659.3,8168558.16,928.95,492.2,2906.81,1.54,8831.65,4.679,1.35,25.4,31055.62,58613332.24,50262.88,94864481.77,19207.27
2025-06-02,2247.61,2450.11,91.73,92.25,1.31,Normal,1624.7,722.9,10637681.62,1086.56,483.4,3072.7,1.367,9423.92,4.193,1.69,37.93,30349.75,68214303.7,50053.19,112499871.76,19703.43
2025-06-03,1982.21,2468.08,80.31,91.95,3.48,Minor Stoppage,1443.08,728.0,9508749.93,934.82,471.6,2791.23,1.408,9127.47,4.605,1.68,33.39,31174.27,61793926.42,49918.48,98948873.1,18744.21
2025-06-04,2084.22,2456.24,84.85,92.32,3.01,Minor Stoppage,1513.86,726.3,10010296.84,999.25,479.4,3083.67,1.48,9000.13,4.318,1.72,35.9,30111.98,62760033.05,49905.31,104013728.14,19793.33
2025-06-05,2193.43,2477.46,88.54,92.73,2.17,Minor Stoppage,1510.68,688.7,9974778.97,1080.56,492.6,3008.24,1.371,10610.5,4.837,1.44,31.66,31126.19,68273228.64,49750.24,109123826.0,18624.04
2025-06-06,2210.08,2480.35,89.1,92.39,1.96,Minor Stoppage,1606.83,727.0,10597562.94,1158.24,524.1,3395.14,1.536,8950.61,4.05,1.35,29.85,30711.98,67876041.6,49920.28,110328003.03,19208.3
2025-06-07,2273.41,2480.22,91.66,93.45,1.98,Minor Stoppage,1501.71,660.6,9844268.07,1137.77,500.5,3674.42,1.616,9242.2,4.065,1.95,44.38,30923.83,70302477.11,49847.58,113323874.02,18923.75
2025-06-08,2217.82,2495.79,88.86,92.87,1.72,Minor Stoppage,1407.27,634.5,9226698.64,1070.29,482.6,3103.8,1.399,10209.31,4.603,1.45,32.22,30533.88,67718731.07,49814.01,110478636.08,19280.13
2025-06-09,2091.19,2481.86,84.26,91.92,2.6,Minor Stoppage,1348.45,644.8,8764921.61,1055.2,504.6,3025.02,1.447,9726.94,4.651,1.81,37.8,30228.98,63214609.56,49650.4,103828535.75,19421.42
2025-06-10,2252.71,2480.61,90.81,94.77,1.5,Normal,1502.76,667.1,9811775.2,1134.66,503.7,3749.69,1.665,9275.03,4.117,1.0,22.53,30735.62,69238395.26,49539.24,111597470.68,18803.62
2025-06-11,2318.43,2478.33,93.55,94.27,0.79,Normal,1594.01,687.5,10372653.4,1135.61,489.8,3214.71,1.387,10548.76,4.55,1.0,23.18,30484.89,70676940.01,49468.09,114688076.56,18983.2
2025-06-12,2150.28,2458.95,87.45,91.84,1.51,Minor Stoppage,1497.39,696.4,9733048.37,1085.08,504.6,3281.82,1.526,9958.11,4.631,2.37,50.88,30310.14,65175422.84,49478.37,106392561.57,19168.23
2025-06-13,2167.43,2456.12,88.25,92.09,1.84,Minor Stoppage,1495.68,690.1,9721932.69,1083.01,499.7,3602.9,1.662,10056.05,4.64,1.68,36.41,30190.76,65436385.32,49578.96,107458972.76,19388.2
2025-06-14,2197.77,2488.67,88.31,92.24,2.52,Minor Stoppage,1494.4,680.0,9713613.46,1085.39,493.9,3289.13,1.497,9702.09,4.415,1.27,27.91,30831.03,67759648.87,49309.33,108370782.25,18478.3
2025-06-15,2072.79,2460.9,84.23,92.19,2.57,Minor Stoppage,1344.17,648.5,8737106.49,1002.99,483.9,3323.0,1.603,9621.91,4.642,1.31,27.12,30481.78,63182425.32,49562.55,102732892.56,19080.76
2025-06-16,1927.5,2474.03,77.91,92.26,4.9,Minor Stoppage,1388.25,720.2,9042761.27,924.24,479.5,2822.94,1.465,8249.96,4.28,1.68,32.48,30738.44,59248463.42,49618.13,95639134.57,18879.69
2025-06-17,2218.19,2472.96,89.7,93.28,2.52,Minor Stoppage,1442.8,650.4,9378180.02,1135.27,511.8,3192.76,1.439,9378.85,4.228,1.27,28.24,30853.64,68439255.55,49599.32,110020748.95,18745.68
2025-06-18,2166.49,2449.41,88.45,93.34,2.23,Minor Stoppage,1520.91,702.0,9885925.66,1107.13,511.0,3045.99,1.406,9047.78,4.176,1.08,23.5,30749.72,66619066.41,49485.52,107210032.31,18735.79
2025-06-19,2298.36,2476.95,92.79,93.52,1.26,Normal,1645.18,715.8,10693697.11,1134.94,493.8,3348.61,1.457,10151.24,4.417,1.0,22.98,30099.48,69179480.82,49625.28,114056817.88,19525.8
2025-06-20,2208.31,2480.06,89.04,91.85,2.07,Minor Stoppage,1549.99,701.9,10074959.3,1083.41,490.6,3371.44,1.527,10506.77,4.758,2.03,44.78,31032.04,68528269.59,49467.81,109240110.01,18435.77
2025-06-21,2079.63,2479.33,83.88,93.45,3.59,Minor Stoppage,1431.71,688.4,9378461.74,1095.11,526.6,2894.18,1.392,8862.77,4.262,1.53,31.84,30899.71,64260027.47,49486.91,102914578.64,18587.2
2025-06-22,2175.71,2466.9,88.2,93.21,2.35,Minor Stoppage,1488.73,684.2,9841445.22,1057.17,485.9,3605.17,1.657,9575.14,4.401,1.15,24.99,31019.09,67488586.78,49647.89,108019485.43,18628.8
2025-06-23,2192.51,2458.86,89.17,94.02,1.64,Minor Stoppage,1512.33,689.8,10023462.32,1137.82,519.0,3116.83,1.422,11325.4,5.165,1.33,29.15,30330.25,66499453.58,49610.38,108771389.91,19280.13
2025-06-24,2068.2,2445.18,84.58,92.44,2.76,Minor Stoppage,1391.76,672.9,9234587.44,995.53,481.4,3206.46,1.55,8684.21,4.199,1.57,32.52,31059.53,64237345.95,49534.59,102447470.66,18475.06
2025-06-25,2073.17,2473.8,83.81,92.13,3.08,Minor Stoppage,1437.09,693.2,9508767.02,1019.59,491.8,2822.84,1.362,9002.26,4.342,1.81,37.46,30147.69,62501230.08,49479.05,102578390.93,19331.36
2025-06-26,2021.91,2460.81,82.16,91.59,3.23,Minor Stoppage,1399.51,692.2,9287243.73,980.56,485.0,3027.78,1.497,8467.55,4.188,1.76,35.51,30941.72,62561410.61,49264.75,99608957.52,18323.03
2025-06-27,2083.97,2464.61,84.56,93.15,2.33,Minor Stoppage,1418.7,680.8,9336444.92,1016.79,487.9,3216.28,1.543,10024.48,4.81,1.09,22.76,30971.15,64542825.64,49346.55,102836552.13,18375.41
2025-06-28,2018.81,2463.79,81.94,92.78,3.5,Minor Stoppage,1307.67,647.7,8605681.92,1061.23,525.7,3181.88,1.576,8697.78,4.308,1.46,29.51,30036.61,60638161.98,49235.62,99397278.1,19199.01
2025-06-29,2285.23,2493.44,91.65,92.28,1.33,Normal,1718.47,752.0,11248097.65,1158.37,506.9,3264.71,1.429,10284.74,4.501,1.55,35.33,30145.07,68888483.73,49270.52,112594572.72,19125.45
2025-06-30,2146.93,2456.37,87.4,93.02,1.75,Minor Stoppage,1436.5,669.1,9373685.81,1053.82,490.9,3129.15,1.458,9706.19,4.521,1.76,37.76,30233.48,64909109.13,49352.28,105955790.75,19118.8
2025-07-01,1337.62,2456.13,54.46,90.53,10.6,Unplanned Breakdown,940.82,703.4,6115359.63,648.05,484.5,1906.22,1.425,5127.18,3.833,2.07,27.75,30727.19,41101400.96,49331.05,65986352.07,18603.86
2025-07-02,2080.72,2416.43,86.11,92.47,2.03,Minor Stoppage,1403.41,674.5,9138297.8,1035.25,497.5,3156.94,1.517,8587.29,4.127,2.0,41.63,31985.27,66552515.33,49082.21,102126527.27,17096.94
2025-07-03,2241.15,2475.87,90.52,93.08,1.62,Minor Stoppage,1482.09,661.3,9633553.22,1158.63,517.0,3251.47,1.451,9146.7,4.081,1.1,24.72,30345.86,68009583.73,49173.95,110206142.22,18828.09
2025-07-04,1233.03,2433.23,50.67,90.42,11.43,Unplanned Breakdown,831.99,674.7,5407904.83,621.57,504.1,1705.31,1.383,4570.77,3.707,2.34,28.9,31061.42,38299708.62,49214.96,60683600.07,18153.54
2025-07-05,2262.03,2458.0,92.03,93.8,0.64,Normal,1501.29,663.7,9758386.8,1052.95,465.5,3308.63,1.463,9410.33,4.16,1.56,35.31,30505.09,69003563.27,49255.1,111416727.77,18750.01
2025-07-06,2016.45,2432.78,82.89,93.29,2.02,Minor Stoppage,1416.52,702.5,9214488.52,1018.69,505.2,2844.42,1.411,7205.09,3.573,1.54,31.14,30044.44,60583187.3,49223.93,99257710.59,19179.49
2025-07-07,2339.5,2458.91,95.14,93.96,0.78,Normal,1607.17,687.0,10446623.99,1081.39,462.2,3496.41,1.495,8557.72,3.658,1.0,23.4,31197.7,72987125.44,49334.54,115418325.26,18136.84
2025-07-08,1886.83,2451.59,76.96,93.06,4.52,Minor Stoppage,1276.1,676.3,8327572.71,949.83,503.4,2692.57,1.427,7062.35,3.743,1.62,30.57,30573.05,57686029.72,49353.66,93121792.01,18780.62
2025-07-09,2241.35,2439.81,91.87,92.97,2.1,Minor Stoppage,1422.0,634.4,9243006.8,1092.78,487.6,3122.57,1.393,9237.76,4.122,1.37,30.6,30037.61,67324882.47,49484.83,110912981.34,19447.23
2025-07-10,2250.6,2442.93,92.13,92.26,1.7,Minor Stoppage,1537.75,683.3,9995363.98,1164.03,517.2,3141.6,1.396,9274.98,4.121,1.47,33.05,30746.92,69199079.65,49391.02,111159530.81,18644.1
2025-07-11,2033.19,2416.46,84.14,92.15,2.99,Minor Stoppage,1267.09,623.2,8236116.66,1023.03,503.2,3122.47,1.536,7958.64,3.914,1.71,34.75,30663.82,62345374.35,49276.74,100188985.38,18612.92
2025-07-12,2145.73,2446.9,87.69,91.4,2.26,Minor Stoppage,1498.78,698.5,9761271.79,1001.83,466.9,3169.02,1.477,8009.31,3.733,2.3,49.44,30071.93,64526170.12,49416.87,106035148.07,19344.94
2025-07-13,2214.01,2469.3,89.66,92.96,1.38,Normal,1426.48,644.3,9304173.59,1165.87,526.6,3443.7,1.555,8153.45,3.683,1.26,27.79,31178.5,69029384.71,49442.4,109465762.1,18263.9
2025-07-14,2298.14,2474.48,92.87,92.98,1.74,Minor Stoppage,1554.16,676.3,10191272.78,1167.87,508.2,3360.2,1.462,10542.83,4.588,1.78,40.97,29749.11,68367573.52,49524.41,113813945.94,19775.3
2025-07-15,2223.17,2423.53,91.73,93.04,1.15,Normal,1467.81,660.2,9681365.72,1142.15,513.8,3437.88,1.546,8499.78,3.823,1.51,33.59,30988.01,68891524.8,49723.59,110543861.57,18735.58
2025-07-16,2300.59,2466.06,93.29,92.73,0.97,Normal,1442.18,626.9,9566879.17,1125.22,489.1,3363.29,1.462,8718.98,3.79,1.19,27.27,30616.2,70435448.98,49588.92,114083966.29,18972.72
2025-07-17,2137.24,2455.17,87.05,91.61,2.12,Minor Stoppage,1473.35,689.4,9755456.72,1054.5,493.4,3461.47,1.62,8571.05,4.01,2.28,48.75,30952.57,66153168.46,49704.36,106230312.02,18751.79
2025-07-18,1442.89,2434.68,59.26,90.55,9.18,Unplanned Breakdown,972.68,674.1,6419639.35,711.36,493.0,2121.72,1.47,4722.94,3.273,2.4,34.62,30660.05,44239054.53,49580.98,71539863.93,18920.93
2025-07-19,2201.82,2425.53,90.78,92.88,1.47,Normal,1458.3,662.3,9565822.29,1157.2,525.6,3151.33,1.431,9096.36,4.131,1.39,30.62,30241.96,66587229.19,49645.04,109309253.64,19403.08
2025-07-20,2234.71,2445.12,91.39,93.54,1.55,Minor Stoppage,1573.9,704.3,10348715.27,1061.79,475.1,3589.94,1.606,8270.23,3.701,1.37,30.51,30952.63,69170187.2,49753.45,111184589.1,18800.82
2025-07-21,2251.94,2477.44,90.9,91.8,1.72,Minor Stoppage,1611.11,715.4,10603555.83,1152.33,511.7,3431.13,1.524,9381.27,4.166,1.59,35.72,30439.09,68546986.58,49825.06,112203003.59,19385.96
2025-07-22,2236.31,2444.06,91.5,93.36,1.66,Minor Stoppage,1429.32,639.1,9384591.62,1077.38,481.8,3489.99,1.561,9711.5,4.343,1.81,40.44,30945.66,69204242.96,49860.36,111503454.62,18914.69
2025-07-23,2230.01,2435.18,91.57,92.68,1.8,Minor Stoppage,1513.38,678.6,9921887.05,1106.9,496.4,2951.39,1.323,8615.74,3.864,1.51,33.57,30364.2,67712567.28,49887.9,111250660.81,19523.7
2025-07-24,2015.7,2451.16,82.23,90.98,4.34,Minor Stoppage,1382.29,685.8,9094506.42,1013.78,502.9,2723.95,1.351,8366.78,4.151,2.43,48.88,30898.74,62282474.02,49965.79,100715862.12,19067.05
2025-07-25,2206.48,2465.87,89.48,93.26,1.81,Minor Stoppage,1569.44,711.3,10407482.57,1138.48,516.0,3434.81,1.557,8406.57,3.81,1.0,22.06,30737.56,67821683.28,50151.26,110657520.57,19413.69
2025-07-26,2184.75,2440.15,89.53,93.55,1.86,Minor Stoppage,1489.53,681.8,9902306.37,1047.56,479.5,3430.3,1.57,7886.12,3.61,1.25,27.25,31186.71,68135011.24,50112.89,109483907.33,18926.19
2025-07-27,2151.16,2446.82,87.92,93.44,2.0,Minor Stoppage,1433.08,666.2,9570694.57,1033.16,480.3,3423.25,1.591,8178.55,3.802,1.27,27.39,30545.76,65708826.99,50004.11,107566852.82,19458.35
2025-07-28,1857.09,2454.9,75.65,92.65,5.46,Minor Stoppage,1214.29,653.9,8125857.25,988.99,532.5,2847.51,1.533,7403.34,3.987,1.52,28.29,30369.22,56398391.65,50139.98,93114501.01,19770.77
2025-07-29,2169.54,2484.8,87.31,94.03,1.87,Minor Stoppage,1425.27,656.9,9491575.52,1106.58,510.1,3477.6,1.603,8243.08,3.799,1.03,22.44,31109.38,67492996.24,50078.93,108648173.54,18969.55
2025-07-30,2097.12,2482.46,84.48,91.98,2.58,Minor Stoppage,1388.21,662.0,9312592.97,1027.34,489.9,3122.7,1.489,8116.17,3.87,2.13,44.58,30710.81,64404233.46,50131.58,105131909.48,19420.77
2025-07-31,2214.94,2451.16,90.36,91.75,1.45,Normal,1470.26,663.8,9852437.54,1087.89,491.2,3124.35,1.411,9963.27,4.498,1.63,36.11,30517.66,67594869.09,50153.54,111087211.03,19635.88
2025-08-01,1626.5,2447.66,66.45,90.78,7.29,Minor Stoppage,1144.27,703.5,7642970.17,868.5,534.0,2573.38,1.582,6955.67,4.276,1.89,30.69,30619.14,49801913.71,50056.84,81417265.98,19437.7
2025-08-02,2072.17,2441.17,84.88,92.33,2.95,Minor Stoppage,1379.56,665.8,9221647.91,1070.58,516.6,2970.46,1.433,8856.04,4.274,1.29,26.69,30904.01,64038512.24,49973.28,103553366.04,19069.27
2025-08-03,2077.74,2453.48,84.69,93.01,2.58,Minor Stoppage,1405.4,676.4,9480722.58,1003.24,482.9,2978.31,1.433,8025.22,3.862,1.44,29.82,30789.33,63972299.32,50075.42,104043842.19,19286.09
2025-08-04,2278.51,2443.12,93.26,93.5,0.55,Normal,1614.37,708.5,10863286.13,1179.91,517.8,3522.33,1.546,8247.29,3.62,1.59,36.14,31469.84,71704297.06,50082.88,114114280.89,18613.05
2025-08-05,2272.55,2448.65,92.81,93.18,1.16,Normal,1556.23,684.8,10546239.74,1153.36,507.5,3262.48,1.436,8869.92,3.903,1.15,26.18,30691.08,69746949.15,50026.82,113688319.91,19335.73
2025-08-06,2135.02,2421.17,88.18,92.75,1.81,Minor Stoppage,1419.4,664.8,9619371.24,1061.7,497.3,3232.76,1.514,8832.02,4.137,1.55,32.99,30909.58,65992552.46,50280.51,107349859.63,19370.93
2025-08-07,2291.09,2448.95,93.55,93.14,1.12,Normal,1520.18,663.5,10243799.87,1174.41,512.6,3690.73,1.611,8991.28,3.924,1.03,23.67,29867.08,68428128.53,50238.4,115100647.93,20371.32
2025-08-08,2158.74,2439.04,88.51,92.34,1.75,Minor Stoppage,1402.75,649.8,9428663.91,1092.69,506.2,3694.9,1.712,8150.58,3.776,1.97,42.57,30413.47,65654639.66,50299.98,108584357.95,19886.51
2025-08-09,2239.46,2434.78,91.98,93.31,1.4,Normal,1592.89,711.3,10664792.04,1177.54,525.8,3444.36,1.538,8512.42,3.801,1.13,25.35,30882.24,69159400.45,50454.77,112991191.26,19572.52
2025-08-10,2003.61,2406.75,83.25,92.14,2.17,Minor Stoppage,1441.87,719.6,9603142.36,897.04,447.7,2727.7,1.361,7423.22,3.705,1.62,32.37,30858.24,61827791.06,50764.41,101711922.15,19906.16
2025-08-11,2303.78,2419.63,95.21,93.53,0.49,Normal,1616.96,701.9,10716961.94,1197.45,519.8,3725.96,1.617,8574.91,3.722,1.65,38.02,30738.79,70815428.07,50701.88,116806029.77,19963.1
2025-08-12,2270.12,2416.48,93.94,93.47,1.79,Minor Stoppage,1547.6,681.7,10240588.78,1087.29,479.0,3790.3,1.67,9409.33,4.145,1.0,22.7,29792.63,67632941.2,50698.56,115091951.04,20905.92
2025-08-13,1999.5,2440.75,81.92,92.4,3.7,Minor Stoppage,1305.0,652.7,8646503.99,959.81,480.0,2828.7,1.415,9060.13,4.531,1.67,33.38,31210.44,62405330.12,50930.25,101835129.55,19719.81
2025-08-14,2105.37,2421.66,86.94,93.68,1.78,Minor Stoppage,1424.5,676.6,9480947.77,1114.28,529.3,3191.56,1.516,8763.32,4.162,1.52,31.95,30638.76,64505828.25,50898.3,107159594.25,20259.54
2025-08-15,2193.96,2446.76,89.67,93.43,1.53,Minor Stoppage,1449.7,660.8,9695719.04,1032.71,470.7,3310.49,1.509,8677.6,3.955,1.01,22.18,30868.95,67725209.74,50982.7,111853940.42,20113.75
2025-08-16,2205.43,2451.02,89.98,92.99,1.49,Normal,1466.28,664.9,9728363.03,1142.91,518.2,3057.95,1.387,8362.27,3.792,1.0,22.05,30460.92,67179352.08,50997.07,112470357.21,20536.16
2025-08-17,1877.89,2441.14,76.93,91.82,4.59,Minor Stoppage,1266.26,674.3,8394325.21,896.09,477.2,2649.47,1.411,7632.98,4.065,1.95,36.63,30859.42,57950479.26,51092.27,95945472.32,20232.85
2025-08-18,2108.27,2433.53,86.63,91.88,2.7,Minor Stoppage,1564.37,742.0,10370987.79,1003.88,476.2,3058.64,1.451,8365.13,3.968,2.16,45.59,30940.08,65229965.32,51237.89,108023162.43,20297.8
2025-08-19,2016.63,2451.63,82.26,91.64,3.36,Minor Stoppage,1383.06,685.8,9172053.26,1000.89,496.3,3011.43,1.493,7502.08,3.72,2.12,42.81,30690.6,61891442.04,51260.58,103373384.57,20569.98
2025-08-20,2050.59,2458.44,83.41,92.72,2.88,Minor Stoppage,1370.41,668.3,9101095.35,1032.5,503.5,3306.67,1.613,8387.65,4.09,1.61,33.06,30988.77,63545316.91,51235.32,105062723.62,20246.55
2025-08-21,2177.06,2426.08,89.74,92.8,1.77,Minor Stoppage,1457.97,669.7,9741745.87,1094.26,502.6,3036.42,1.395,8861.17,4.07,1.56,34.04,30046.23,65412371.27,51358.08,111809511.25,21311.86
2025-08-22,952.79,2437.63,39.09,88.6,14.04,Planned Maintenance,653.19,685.6,4334011.04,501.57,526.4,1468.08,1.541,3695.69,3.879,3.0,28.63,30586.55,29142596.54,51578.6,49143637.37,20992.05
2025-08-23,770.65,2415.17,31.91,86.68,16.02,Planned Maintenance,560.34,727.1,3715844.7,375.12,486.8,1072.86,1.392,2944.91,3.821,3.65,28.16,31186.64,24033973.71,51618.46,39779747.76,20431.82
2025-08-24,2247.59,2442.52,92.02,94.01,1.03,Normal,1517.76,675.3,10044283.61,1089.34,484.7,3262.53,1.452,9630.04,4.285,1.29,28.94,30748.56,69110191.23,51594.21,115962715.01,20845.66
2025-08-25,2166.03,2462.56,87.96,92.85,2.26,Minor Stoppage,1425.76,658.2,9491181.57,1098.1,507.0,3162.83,1.46,8240.67,3.804,1.46,31.61,30532.73,66134917.6,51382.94,111297151.7,20850.2
2025-08-26,2245.9,2447.07,91.78,92.92,1.1,Normal,1466.62,653.0,9783628.26,1089.46,485.1,3401.38,1.514,9715.35,4.326,1.12,25.06,30969.66,69554697.13,51334.7,115292471.16,20365.03
2025-08-27,2158.57,2443.86,88.33,92.36,1.74,Minor Stoppage,1398.76,648.0,9370081.85,981.72,454.8,3149.38,1.459,8149.71,3.776,1.37,29.56,31322.74,67612474.41,51337.9,110816697.59,20015.16
2025-08-28,1906.81,2451.86,77.77,90.98,4.14,Minor Stoppage,1309.99,687.0,8759772.1,903.23,473.7,2853.37,1.496,7714.26,4.046,1.99,38.01,30644.7,58433740.59,51479.76,98162338.06,20835.06
